Periodo,Índice,Variación Mensual,Variación Anual
2018
Enero,102.882245538679,-0.534470963484,-0.993386680912
Febrero,103.733112285283,0.827029719413,0.467356825227
Marzo,103.923604781971,0.183637116916,0.435991296545
Abril,104.420031600591,0.477684371767,0.805260075832
Mayo,105.072622427421,0.624967084214,1.3625173381
Junio,105.365913363072,0.279131641407,1.86860902867
Julio,105.23405894369,-0.125139540078,2.216037379698
Agosto,105.668188226661,0.412536860527,2.452388220072
Septiembre,105.207924895729,-0.435574167265,1.666484104033
Octubre,105.290567337007,0.078551536265,2.08754747128
Noviembre,105.380508233424,0.085421608689,1.756877160637
Diciembre,104.968448267567,-0.391021046268,1.482449031019
2019
Enero,105.301302996729,0.317099790133,2.351287576767
Febrero,106.236398543394,0.888018970377,2.4131988359
Marzo,106.577836962813,0.321394949472,2.554022434471
Abril,106.492144287799,-0.080403841414,1.98440151324
Mayo,106.600431619006,0.101685745865,1.454050690169
Junio,106.810186082719,0.196766992898,1.370721017404
Julio,107.195069465961,0.360343331809,1.863475135289
Agosto,108.39652133094,1.12080888698,2.581981531118
Septiembre,108.185652854613,-0.194534357503,2.830326671527
Octubre,108.072615508124,-0.104484599858,2.642257745855
Noviembre,107.861681514098,-0.195178022697,2.354489765012
Diciembre,108.186452554396,0.301099552444,3.06568720405
2020
Enero,107.978261840532,-0.192436953933,2.542189666814
Febrero,107.895452895271,-0.076690385499,1.561662833666
Marzo,107.241058004485,-0.606508312654,0.62228795458
Abril,106.855086705494,-0.359910006646,0.340816142
Mayo,103.203660889585,-3.417175474269,-3.186451197084
Junio,105.114803181712,1.851816375169,-1.587285785359
Julio,107.263943011352,2.044564385403,0.064250665384
Agosto,107.759557511103,0.4620513528,-0.587623857312
Septiembre,108.146337826214,0.358929012001,-0.03634033475
Octubre,109.244387537743,1.01533693475,1.084245092163
Noviembre,109.156873404368,-0.080108585299,1.20078963362
Diciembre,110.331819710755,1.076383254433,1.983027547077
2021
Enero,109.302468154602,-0.93295982868,1.226363799063
Febrero,108.856554794425,-0.407962754827,0.890771458262
Marzo,109.020793175987,0.150875968721,1.65956509999
Abril,109.036810140955,0.014691660647,2.041759080196
Mayo,108.872144117708,-0.151018745903,5.492521466063
Junio,108.688043682288,-0.16909783206,3.399369444091
Julio,109.260239123049,0.526456656478,1.861106403189
Agosto,107.148475508073,-1.932783263084,-0.567079168794
Septiembre,107.640140138272,0.458862926297,-0.468067341083
Octubre,107.208972643278,-0.40056385512,-1.863175711212
"NA No aplica.    Fuente:    INEGI. Series calculadas por métodos econométricos a partir de las series originales del Índice Global de Remuneraciones Medias Reales de los Sectores Económicos.    Fecha de actualización: Martes, 28 de Diciembre de 2021"
